"Trial.name","eswyt","eswyt.no","Occ","Loc_no","Country","Loc_desc","Cycle","CID","SID","Gen_name","Trait_no","Trait.name","Value","EMS","SE","Unit","cidsid"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480889,19,"KINDE #1",144,"GRAIN_YIELD",7.22,0.209,0.457,"t/ha","480889_19"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480889,19,"KINDE #1",144,"GRAIN_YIELD",6.206,0.169,0.411,"t/ha","480889_19"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480893,21,"INQALAB 91*2/KUKUNA//KIRITATI",144,"GRAIN_YIELD",7.543,0.061,0.488,"t/ha","480893_21"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480893,21,"INQALAB 91*2/KUKUNA//KIRITATI",144,"GRAIN_YIELD",7.78,0.209,0.457,"t/ha","480893_21"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480893,21,"INQALAB 91*2/KUKUNA//KIRITATI",144,"GRAIN_YIELD",6.524,0.169,0.411,"t/ha","480893_21"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480901,20,"SAAR/WAXWING",144,"GRAIN_YIELD",7.416,0.061,0.488,"t/ha","480901_20"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480901,20,"SAAR/WAXWING",144,"GRAIN_YIELD",7.51,0.209,0.457,"t/ha","480901_20"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480901,20,"SAAR/WAXWING",144,"GRAIN_YIELD",6.283,0.169,0.411,"t/ha","480901_20"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480905,64,"SAAR/WBLL1",144,"GRAIN_YIELD",7.285,0.061,0.488,"t/ha","480905_64"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480905,64,"SAAR/WBLL1",144,"GRAIN_YIELD",7.855,0.209,0.457,"t/ha","480905_64"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480905,64,"SAAR/WBLL1",144,"GRAIN_YIELD",6.783,0.169,0.411,"t/ha","480905_64"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480908,60,"CHONTE",144,"GRAIN_YIELD",6.66,0.061,0.488,"t/ha","480908_60"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480908,60,"CHONTE",144,"GRAIN_YIELD",7.985,0.209,0.457,"t/ha","480908_60"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480908,60,"CHONTE",144,"GRAIN_YIELD",7.04,0.169,0.411,"t/ha","480908_60"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480908,64,"CHONTE #1",144,"GRAIN_YIELD",6.448,0.061,0.488,"t/ha","480908_64"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480908,64,"CHONTE #1",144,"GRAIN_YIELD",7.87,0.209,0.457,"t/ha","480908_64"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480908,64,"CHONTE #1",144,"GRAIN_YIELD",6.488,0.169,0.411,"t/ha","480908_64"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480919,41,"PBW343*2/KUKUNA/5/CNO79//PF70354/MUS/3/PASTOR/4/BAV92",144,"GRAIN_YIELD",6.45,0.061,0.488,"t/ha","480919_41"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480919,41,"PBW343*2/KUKUNA/5/CNO79//PF70354/MUS/3/PASTOR/4/BAV92",144,"GRAIN_YIELD",7.46,0.209,0.457,"t/ha","480919_41"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480919,41,"PBW343*2/KUKUNA/5/CNO79//PF70354/MUS/3/PASTOR/4/BAV92",144,"GRAIN_YIELD",7.089,0.169,0.411,"t/ha","480919_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",502905,19,"MARCHOUCH*4/SAADA/3/2*FRET2/KUKUNA//FRET2",144,"GRAIN_YIELD",6.144,0.041,0.351,"t/ha","502905_19"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",502905,19,"MARCHOUCH*4/SAADA/3/2*FRET2/KUKUNA//FRET2",144,"GRAIN_YIELD",4.096,0.103,0.32,"t/ha","502905_19"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",503062,49,"WAXWING/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1",144,"GRAIN_YIELD",5.856,0.041,0.351,"t/ha","503062_49"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",503062,49,"WAXWING/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1",144,"GRAIN_YIELD",3.873,0.103,0.32,"t/ha","503062_49"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",503162,26,"INQALAB 91*2/TUKURU//WHEAR",144,"GRAIN_YIELD",5.773,0.041,0.351,"t/ha","503162_26"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",503162,26,"INQALAB 91*2/TUKURU//WHEAR",144,"GRAIN_YIELD",3.735,0.103,0.32,"t/ha","503162_26"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",503835,19,"ATTILA*2//CHIL/BUC*2/3/KUKUNA",144,"GRAIN_YIELD",5.467,0.041,0.351,"t/ha","503835_19"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",503835,19,"ATTILA*2//CHIL/BUC*2/3/KUKUNA",144,"GRAIN_YIELD",3.88,0.103,0.32,"t/ha","503835_19"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509031,37,"WBLL1/KUKUNA//TACUPETO F2001/3/BAJ #1",144,"GRAIN_YIELD",6.276,0.041,0.351,"t/ha","509031_37"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509031,37,"WBLL1/KUKUNA//TACUPETO F2001/3/BAJ #1",144,"GRAIN_YIELD",3.596,0.103,0.32,"t/ha","509031_37"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509032,17,"WBLL1//UP2338*2/VIVITSI",144,"GRAIN_YIELD",6.079,0.041,0.351,"t/ha","509032_17"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509032,17,"WBLL1//UP2338*2/VIVITSI",144,"GRAIN_YIELD",3.91,0.103,0.32,"t/ha","509032_17"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509166,56,"BAV92//IRENA/KAUZ/3/HUITES/4/DOLL",144,"GRAIN_YIELD",6.003,0.041,0.351,"t/ha","509166_56"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509166,56,"BAV92//IRENA/KAUZ/3/HUITES/4/DOLL",144,"GRAIN_YIELD",3.045,0.103,0.32,"t/ha","509166_56"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509197,55,"TACUPETO F2001/BRAMBLING//KIRITATI",144,"GRAIN_YIELD",6.52,0.041,0.351,"t/ha","509197_55"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509197,55,"TACUPETO F2001/BRAMBLING//KIRITATI",144,"GRAIN_YIELD",4.02,0.103,0.32,"t/ha","509197_55"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509458,30,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/PFAU/WEAVER//BRAMBLING",144,"GRAIN_YIELD",7.279,0.041,0.351,"t/ha","509458_30"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509458,30,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/PFAU/WEAVER//BRAMBLING",144,"GRAIN_YIELD",3.64,0.103,0.32,"t/ha","509458_30"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509552,17,"TRCH//PRINIA/PASTOR",144,"GRAIN_YIELD",6.889,0.041,0.351,"t/ha","509552_17"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509552,17,"TRCH//PRINIA/PASTOR",144,"GRAIN_YIELD",3.75,0.103,0.32,"t/ha","509552_17"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509557,30,"KAUZ//ALTAR 84/AOS/3/MILAN/KAUZ/4/SAUAL",144,"GRAIN_YIELD",6.558,0.041,0.351,"t/ha","509557_30"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509557,30,"KAUZ//ALTAR 84/AOS/3/MILAN/KAUZ/4/SAUAL",144,"GRAIN_YIELD",3.77,0.103,0.32,"t/ha","509557_30"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509559,12,"KACHU/SAUAL",144,"GRAIN_YIELD",6.434,0.041,0.351,"t/ha","509559_12"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509559,12,"KACHU/SAUAL",144,"GRAIN_YIELD",3.456,0.103,0.32,"t/ha","509559_12"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509570,28,"SAUAL/3/KAUZ/PASTOR//PBW343",144,"GRAIN_YIELD",6.294,0.041,0.351,"t/ha","509570_28"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509570,28,"SAUAL/3/KAUZ/PASTOR//PBW343",144,"GRAIN_YIELD",3.652,0.103,0.32,"t/ha","509570_28"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509641,22,"ATTILA/3*BCN//BAV92/3/TILHI/5/BAV92/3/PRL/SARA//TSI/VEE#5/4/CROC_1/AE.SQUARROSA (224)//2*OPATA",144,"GRAIN_YIELD",7.204,0.041,0.351,"t/ha","509641_22"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509641,22,"ATTILA/3*BCN//BAV92/3/TILHI/5/BAV92/3/PRL/SARA//TSI/VEE#5/4/CROC_1/AE.SQUARROSA (224)//2*OPATA",144,"GRAIN_YIELD",4.089,0.103,0.32,"t/ha","509641_22"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",509692,17,"WBLL1*2/VIVITSI/4/D67.2/PARANA 66.270//AE.SQUARROSA (320)/3/CUNNINGHAM",144,"GRAIN_YIELD",5.992,0.041,0.351,"t/ha","509692_17"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",509692,17,"WBLL1*2/VIVITSI/4/D67.2/PARANA 66.270//AE.SQUARROSA (320)/3/CUNNINGHAM",144,"GRAIN_YIELD",3.849,0.103,0.32,"t/ha","509692_17"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510133,26,"ROLF07/YANAC//TACUPETO F2001/BRAMBLING",144,"GRAIN_YIELD",6.231,0.041,0.351,"t/ha","510133_26"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510133,26,"ROLF07/YANAC//TACUPETO F2001/BRAMBLING",144,"GRAIN_YIELD",3.637,0.103,0.32,"t/ha","510133_26"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510133,29,"ROLF07/YANAC//TACUPETO F2001/BRAMBLING",144,"GRAIN_YIELD",6.462,0.041,0.351,"t/ha","510133_29"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510133,29,"ROLF07/YANAC//TACUPETO F2001/BRAMBLING",144,"GRAIN_YIELD",3.858,0.103,0.32,"t/ha","510133_29"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510135,41,"ROLF07*2/KIRITATI",144,"GRAIN_YIELD",6.542,0.041,0.351,"t/ha","510135_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510135,41,"ROLF07*2/KIRITATI",144,"GRAIN_YIELD",3.762,0.103,0.32,"t/ha","510135_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510144,71,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ*2/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1",144,"GRAIN_YIELD",6.894,0.041,0.351,"t/ha","510144_71"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510144,71,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ*2/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1",144,"GRAIN_YIELD",3.647,0.103,0.32,"t/ha","510144_71"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510149,61,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/PARUS/6/FRET2*2/KUKUNA",144,"GRAIN_YIELD",6.906,0.041,0.351,"t/ha","510149_61"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510149,61,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/PARUS/6/FRET2*2/KUKUNA",144,"GRAIN_YIELD",4.092,0.103,0.32,"t/ha","510149_61"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510149,67,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/PARUS/6/FRET2*2/KUKUNA",144,"GRAIN_YIELD",6.411,0.041,0.351,"t/ha","510149_67"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510149,67,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/PARUS/6/FRET2*2/KUKUNA",144,"GRAIN_YIELD",3.941,0.103,0.32,"t/ha","510149_67"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510153,75,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ*2/5/KIRITATI",144,"GRAIN_YIELD",6.911,0.041,0.351,"t/ha","510153_75"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510153,75,"FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ*2/5/KIRITATI",144,"GRAIN_YIELD",3.585,0.103,0.32,"t/ha","510153_75"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510165,60,"FRET2/KUKUNA//FRET2/3/PARUS/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",6.274,0.041,0.351,"t/ha","510165_60"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510165,60,"FRET2/KUKUNA//FRET2/3/PARUS/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",3.874,0.103,0.32,"t/ha","510165_60"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510167,38,"FRET2/KUKUNA//FRET2/3/YANAC/4/FRET2/KIRITATI",144,"GRAIN_YIELD",6.387,0.041,0.351,"t/ha","510167_38"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510167,38,"FRET2/KUKUNA//FRET2/3/YANAC/4/FRET2/KIRITATI",144,"GRAIN_YIELD",3.446,0.103,0.32,"t/ha","510167_38"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510174,83,"FRET2/KUKUNA//FRET2/3/PASTOR//HXL7573/2*BAU/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",6.667,0.041,0.351,"t/ha","510174_83"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510174,83,"FRET2/KUKUNA//FRET2/3/PASTOR//HXL7573/2*BAU/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",144,"GRAIN_YIELD",3.717,0.103,0.32,"t/ha","510174_83"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510186,14,"WBLL1*2/KUKUNA*2//WHEAR",144,"GRAIN_YIELD",5.663,0.041,0.351,"t/ha","510186_14"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510186,14,"WBLL1*2/KUKUNA*2//WHEAR",144,"GRAIN_YIELD",3.751,0.103,0.32,"t/ha","510186_14"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510201,41,"TRCH/SRTU//KACHU",144,"GRAIN_YIELD",6.363,0.041,0.351,"t/ha","510201_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510201,41,"TRCH/SRTU//KACHU",144,"GRAIN_YIELD",3.763,0.103,0.32,"t/ha","510201_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510203,18,"TRCH*2/7/TNMU/6/CEP80111/CEP81165/5/IAC5/4/YKT406/3/AG/ASN//ATR",144,"GRAIN_YIELD",6.418,0.041,0.351,"t/ha","510203_18"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510203,18,"TRCH*2/7/TNMU/6/CEP80111/CEP81165/5/IAC5/4/YKT406/3/AG/ASN//ATR",144,"GRAIN_YIELD",3.946,0.103,0.32,"t/ha","510203_18"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510210,42,"SERI.1B//KAUZ/HEVO/3/AMAD*2/4/KIRITATI",144,"GRAIN_YIELD",6.814,0.041,0.351,"t/ha","510210_42"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510210,42,"SERI.1B//KAUZ/HEVO/3/AMAD*2/4/KIRITATI",144,"GRAIN_YIELD",3.773,0.103,0.32,"t/ha","510210_42"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510232,49,"WAXWING*2/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1",144,"GRAIN_YIELD",6.334,0.041,0.351,"t/ha","510232_49"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510232,49,"WAXWING*2/6/PVN//CAR422/ANA/5/BOW/CROW//BUC/PVN/3/YR/4/TRAP#1",144,"GRAIN_YIELD",3.168,0.103,0.32,"t/ha","510232_49"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510238,57,"WAXWING/WHEAR//WAXWING/KIRITATI",144,"GRAIN_YIELD",6.021,0.041,0.351,"t/ha","510238_57"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510238,57,"WAXWING/WHEAR//WAXWING/KIRITATI",144,"GRAIN_YIELD",3.129,0.103,0.32,"t/ha","510238_57"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510268,30,"PBW343*2/KUKUNA//PARUS/3/PBW343*2/KUKUNA",144,"GRAIN_YIELD",5.748,0.041,0.351,"t/ha","510268_30"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510268,30,"PBW343*2/KUKUNA//PARUS/3/PBW343*2/KUKUNA",144,"GRAIN_YIELD",3.918,0.103,0.32,"t/ha","510268_30"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510268,32,"PBW343*2/KUKUNA//PARUS/3/PBW343*2/KUKUNA",144,"GRAIN_YIELD",6.177,0.041,0.351,"t/ha","510268_32"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510268,32,"PBW343*2/KUKUNA//PARUS/3/PBW343*2/KUKUNA",144,"GRAIN_YIELD",3.771,0.103,0.32,"t/ha","510268_32"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510268,33,"PBW343*2/KUKUNA//PARUS/3/PBW343*2/KUKUNA",144,"GRAIN_YIELD",6.227,0.041,0.351,"t/ha","510268_33"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510268,33,"PBW343*2/KUKUNA//PARUS/3/PBW343*2/KUKUNA",144,"GRAIN_YIELD",3.858,0.103,0.32,"t/ha","510268_33"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510270,44,"PBW343*2/KUKUNA*2//YANAC",144,"GRAIN_YIELD",6.039,0.041,0.351,"t/ha","510270_44"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510270,44,"PBW343*2/KUKUNA*2//YANAC",144,"GRAIN_YIELD",3.492,0.103,0.32,"t/ha","510270_44"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510270,46,"PBW343*2/KUKUNA*2//YANAC",144,"GRAIN_YIELD",5.902,0.041,0.351,"t/ha","510270_46"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510270,46,"PBW343*2/KUKUNA*2//YANAC",144,"GRAIN_YIELD",3.49,0.103,0.32,"t/ha","510270_46"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510270,47,"PBW343*2/KUKUNA*2//YANAC",144,"GRAIN_YIELD",6.213,0.041,0.351,"t/ha","510270_47"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510270,47,"PBW343*2/KUKUNA*2//YANAC",144,"GRAIN_YIELD",3.766,0.103,0.32,"t/ha","510270_47"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510273,41,"PBW343*2/KUKUNA//SRTU/3/PBW343*2/KHVAKI",144,"GRAIN_YIELD",6.636,0.041,0.351,"t/ha","510273_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510273,41,"PBW343*2/KUKUNA//SRTU/3/PBW343*2/KHVAKI",144,"GRAIN_YIELD",3.642,0.103,0.32,"t/ha","510273_41"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510273,42,"PBW343*2/KUKUNA//SRTU/3/PBW343*2/KHVAKI",144,"GRAIN_YIELD",6.338,0.041,0.351,"t/ha","510273_42"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510273,42,"PBW343*2/KUKUNA//SRTU/3/PBW343*2/KHVAKI",144,"GRAIN_YIELD",3.655,0.103,0.32,"t/ha","510273_42"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",510283,51,"PBW343*2/KHVAKI//PARUS/3/PBW343/PASTOR",144,"GRAIN_YIELD",6.019,0.041,0.351,"t/ha","510283_51"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",510283,51,"PBW343*2/KHVAKI//PARUS/3/PBW343/PASTOR",144,"GRAIN_YIELD",3.843,0.103,0.32,"t/ha","510283_51"
